name,number,airDate,overview,season,serie,serieId
Brave New World,4,,"Meredith is sent into a state of panic when Derek finds her mother's diary in the house. Meanwhile, Callie stresses while preparing for her first date with Erica. Later, Cristina stumbles across a part of the hospital no one has ever seen before.",5,Grey's Anatomy,5
There's No 'I' in Team,5,,"Bailey heads up a ""domino procedure"" in which each surgery hinges on the one preceding it. Meanwhile, Derek gets sole credit for the brain-tumor study he did with Meredith; Lexie tries to get George to notice her romantically; and Sloan counsels a desperate Callie in the ways of love.",5,Grey's Anatomy,5
Life During Wartime,6,,"The chief gives Bailey new power and responsibility. He also gives her a very difficult surgical assignment: remove a girl's inoperable tumor. Meanwhile, new trauma chief Owen (Kevin McKidd) challenges the attendings' methods and the residents' skills.",5,Grey's Anatomy,5
Rise Up,7,,"When the Chief makes an announcement that a solo surgery is up as an award, the residents are sent into a frenzy all trying to get an edge over one another. Meanwhile, Derek asks Bailey for advice after Cristina continues to interfere in his relationship with Meredith. Elsewhere, Erica uncovers a shocking connection between a resident and a patient.",5,Grey's Anatomy,5
These Ties That Bind,8,,"One of Meredith's oldest friends, Sadie, becomes an intern at Seattle Grace, but Mer's friends are less-than-welcoming to her.",5,Grey's Anatomy,5
In the Midnight Hour,9,,"Meredith, Cristina and Bailey come to Lexie and Sadie's rescue when a routine surgery goes horribly wrong, as Owen and Derek treat a man seriously injured while sleepwalking and Mark comforts the sleepwalker's distraught daughter.",5,Grey's Anatomy,5
All by Myself,10,,"Cristina is awarded the first solo surgery among the residents, but she is forced to give it up and choose her replacement; Lexie is impressed when Mark performs a cutting-edge procedure; Callie doesn't know if Sadie is friendly or flirtatious.",5,Grey's Anatomy,5
Wish You Were Here,11,,"Bailey teams with Seattle Grace's new pediatric surgeon, Dr. Arizona Robbins, to save the life of a young patient near and dear to her heart, as the admittance of a death row inmate at the hospital stirs anger in Derek and further erodes Meredith and Cristina's friendship; meanwhile, Callie and Sloan work as a team to fight their respective attractions to Sadie and Lexie, and Izzie tells Alex that she's seeing Denny.",5,Grey's Anatomy,5
Sympathy for the Devil,12,,"Derek's mother, Carolyn, makes a surprise visit to Seattle and meets Meredith for the first time, as Mark tries to conceal his relationship with Lexie from her as well; meanwhile, death row inmate William wishes to donate his organs to Bailey and Arizona's patient, as Owen and Cristina try to go on their first date.",5,Grey's Anatomy,5
Stairway to Heaven,13,,"Bailey grows desperate as a patient's condition becomes more and more dire. Everyone in the hospital is stepping up to try to find the boy a new organ donor, including Meredith, who considers a death row patient's wish to die before execution. Meanwhile, an injury leaves Mark in a compromising position in the OR and Cristina awkwardly avoids Owen.",5,Grey's Anatomy,5
Beat Your Heart Out,14,,"Now that Derek has the engagement ring, he searches for the perfect way to propose to Meredith, as Lexie demands that Mark go public with their relationship, and Bailey, encouraged by her work on recent cases and by Dr. Dixon, considers a new direction for her medical career.",5,Grey's Anatomy,5
Before and After,15,,"Addison, Naomi and Sam rush the ailing Archer to Seattle Grace and reunite with old friends Derek and Mark to help save his life; meanwhile, Izzie employs her fellow doctors in a medical game designed to help teach the interns, and Owen runs into a significant someone from his past",5,Grey's Anatomy,5
An Honest Mistake,16,,"Derek's confidence is shaken like never before as he faces off with Addison over what course is best for their dying pregnant patient; Cristina calls the abilities of a renown surgeon into question after she botches a standard procedure; and Bailey, who has decided to pursue a fellowship in Pediatrics, is appalled by the Chief's less-than-stellar recommendation letter.",5,Grey's Anatomy,5
I Will Follow You Into the Dark,17,,"Derek decides to quit after learning that more of his patients have died than survived; Izzie's interns make an unsettling discovery about ""Patient X.""",5,Grey's Anatomy,5
Stand By Me,18,,"After his fellow surgeons try and fail to bring Derek back to work, Meredith must summon the strength to convince him. Meanwhile the hospital is abuzz as Mark attempts a rare face transplant surgery. Cristina, at last awarded her first solo surgery, is more focused on the needs of her friends, and Izzie does her best to keep her medical condition a secret.",5,Grey's Anatomy,5
Elevator Love Letter,19,,"All eyes are on Derek as he is set to perform his first surgery after his breakdown; attention is also set on Izzie, whose medical condition requires her to undergo a difficult surgery; and Owen has another PTSD episode that injures Cristina and traumatizes both of them, throwing the future of their relationship into question.",5,Grey's Anatomy,5
Sweet Surrender,20,,"As she endures aggressive treatment for her cancer, Izzie throws herself into planning Derek and Meredith's wedding.",5,Grey's Anatomy,5
No Good at Saying Sorry (One More Chance),21,,"As preparations continue for Meredith and Derek's wedding, Izzie receives a surprise hospital visit from her handful-of-a-mother, Robbie. Meanwhile, a newly sober Thatcher visits his daughters, Meredith and Lexie, in order to make amends, and the Chief and Meredith bitterly fight over a controversial medical case.",5,Grey's Anatomy,5
What a Difference a Day Makes,22,,"As Meredith, Derek and all of their friends prepare for the big wedding, a group of college students, injured in a car crash as they were heading to their graduation ceremony, is admitted to the ER. Meanwhile, Izzie fears the worst when she begins experiencing familiar symptoms.",5,Grey's Anatomy,5
